,mot1,mot2,P(mot2|mot1)
10862,picasso,also,1.0
10863,protections,were,1.0
10864,regulations,and,0.3333333333333333
10865,regulations,that,0.3333333333333333
10866,regulations,anyone,0.3333333333333333
10867,residential,neighborhood,0.5
10868,residential,area,0.5
10869,scam,artist,0.5
10870,scam,as,0.5
10871,selfdefense,to,1.0
10872,silver,used,0.5
10873,silver,after,0.5
10874,submissions,at,1.0
10875,subprime,mortgages,1.0
10876,thumping,like,1.0
10877,times,with,0.041666666666666664
10878,times,raises,0.041666666666666664
10879,times,greater,0.041666666666666664
10880,times,the,0.08333333333333333
10881,times,white,0.041666666666666664
10882,times,calculations,0.041666666666666664
10883,times,articles,0.041666666666666664
10884,times,has,0.041666666666666664
10885,times,had,0.041666666666666664
10886,times,from,0.041666666666666664
10887,times,and,0.041666666666666664
10888,times,by,0.041666666666666664
10889,times,square,0.08333333333333333
10890,times,reported,0.041666666666666664
10891,times,fin,0.16666666666666666
10892,times,larger,0.041666666666666664
10893,times,as,0.041666666666666664
10894,times,hanging,0.041666666666666664
10895,times,coverage,0.041666666666666664
10896,vaulted,to,1.0
10897,voted,for,0.5
10898,voted,were,0.5
10899,anybody,in,1.0
10900,bauge,being,1.0
10901,campaign,will,0.05
10902,campaign,obama,0.05
10903,campaign,begun,0.05
10904,campaign,which,0.05
10905,campaign,awareness,0.05
10906,campaign,had,0.05
10907,campaign,pledges,0.05
10908,campaign,seems,0.05
10909,campaign,and,0.05
10910,campaign,the,0.05
10911,campaign,about,0.05
10912,campaign,bounded,0.05
10913,campaign,who,0.05
10914,campaign,trail,0.05
10915,campaign,fin,0.15
10916,campaign,attracted,0.05
10917,campaign,managers,0.05
10918,campaign,group,0.05
10919,congresss,directive,1.0
10920,consumer,demand,0.3333333333333333
10921,consumer,action,0.16666666666666666
10922,consumer,of,0.16666666666666666
10923,consumer,spending,0.16666666666666666
10924,consumer,prices,0.16666666666666666
10925,continental,of,0.5
10926,continental,connnection,0.5
10927,crushed,said,1.0
10928,death,concluded,0.058823529411764705
10929,death,fell,0.058823529411764705
10930,death,surfaced,0.058823529411764705
10931,death,also,0.058823529411764705
10932,death,by,0.058823529411764705
10933,death,and,0.11764705882352941
10934,death,five,0.058823529411764705
10935,death,abroad,0.058823529411764705
10936,death,fin,0.058823529411764705
10937,death,of,0.11764705882352941
10938,death,at,0.058823529411764705
10939,death,toll,0.11764705882352941
10940,death,he,0.058823529411764705
10941,death,rate,0.058823529411764705
10942,decisions,went,0.3333333333333333
10943,decisions,mean,0.3333333333333333
10944,decisions,fin,0.3333333333333333
10945,deplores,the,1.0
10946,dignity,or,0.3333333333333333
10947,dignity,the,0.3333333333333333
10948,dignity,fin,0.3333333333333333
10949,echinarelief,tincture,1.0
10950,equity,at,0.14285714285714285
10951,equity,fin,0.14285714285714285
10952,equity,strategist,0.14285714285714285
10953,equity,research,0.14285714285714285
10954,equity,may,0.14285714285714285
10955,equity,owing,0.14285714285714285
10956,equity,loans,0.14285714285714285
10957,exclude,some,1.0
10958,felipe,emigrated,1.0
10959,fortunes,have,1.0
10960,golden,one,0.5
10961,golden,years,0.5
10962,having,a,0.42857142857142855
10963,having,fired,0.07142857142857142
10964,having,second,0.07142857142857142
10965,having,jumped,0.07142857142857142
10966,having,suffered,0.07142857142857142
10967,having,been,0.07142857142857142
10968,having,to,0.07142857142857142
10969,having,already,0.07142857142857142
10970,having,an,0.07142857142857142
10971,impose,hard,1.0
10972,issues,fin,0.16666666666666666
10973,issues,outnumbered,0.16666666666666666
10974,issues,its,0.16666666666666666
10975,issues,with,0.16666666666666666
10976,issues,that,0.3333333333333333
10977,junior,lives,0.5
10978,junior,school,0.5
10979,lien,fin,1.0
10980,nasty,fin,1.0
10981,operate,in,0.5
10982,operate,from,0.5
10983,orbited,the,1.0
10984,otherwise,either,1.0
10985,past,due,0.06666666666666667
10986,past,several,0.06666666666666667
10987,past,he,0.06666666666666667
10988,past,littlenumber,0.06666666666666667
10989,past,steroid,0.06666666666666667
10990,past,fin,0.06666666666666667
10991,past,as,0.06666666666666667
10992,past,three,0.06666666666666667
10993,past,week,0.06666666666666667
10994,past,fleury,0.06666666666666667
10995,past,few,0.06666666666666667
10996,past,from,0.06666666666666667
10997,past,sean,0.06666666666666667
10998,past,seton,0.06666666666666667
10999,past,spring,0.06666666666666667
11000,paytv,group,1.0
11001,poors,rating,1.0
11002,rarefied,dior,1.0
11003,relay,has,1.0
11004,shangrila,a,1.0
11005,spitzer,hasnt,1.0
11006,sunnis,and,1.0
11007,targeted,sites,0.5
11008,targeted,demographics,0.5
11009,thing,about,0.1111111111111111
11010,thing,to,0.1111111111111111
11011,thing,lacking,0.1111111111111111
11012,thing,fin,0.2222222222222222
11013,thing,is,0.3333333333333333
11014,thing,in,0.1111111111111111
11015,thwarting,attempts,1.0
11016,turbines,in,1.0
11017,turnover,without,1.0
11018,warts,which,1.0
11019,watching,television,0.3333333333333333
11020,watching,when,0.3333333333333333
11021,watching,how,0.3333333333333333
11022,waterfront,location,1.0
11023,wherever,possible,1.0
11024,whiff,of,1.0
11025,active,tuberculosis,0.5
11026,active,at,0.5
11027,agents,has,0.25
11028,agents,the,0.25
11029,agents,began,0.25
11030,agents,snickering,0.25
11031,assigns,the,1.0
11032,boa,chief,1.0
11033,boys,mitchell,0.5
11034,boys,and,0.5
11035,coraline,and,1.0
11036,courts,in,0.5
11037,courts,deciding,0.5
11038,decade,ago,0.25
11039,decade,in,0.25
11040,decade,said,0.25
11041,decade,later,0.25
11042,degustation,menu,1.0
11043,derby,fin,1.0
11044,divine,justice,1.0
11045,divorced,now,1.0
11046,erosion,of,1.0
11047,exec,littlenumber,1.0
11048,findings,bridge,1.0
11049,foil,the,1.0
11050,headquartered,in,1.0
11051,howland,has,1.0
11052,inflicted,on,1.0
11053,jenkins,said,1.0
11054,lewis,hamilton,0.5
11055,lewis,and,0.5
11056,mississippi,state,0.3333333333333333
11057,mississippi,may,0.3333333333333333
11058,mississippi,river,0.3333333333333333
11059,murrays,las,1.0
11060,names,of,0.2
11061,names,fin,0.2
11062,names,they,0.2
11063,names,the,0.2
11064,names,date,0.2
11065,nature,of,1.0
11066,night,fin,0.15384615384615385
11067,night,vote,0.07692307692307693
11068,night,in,0.23076923076923078
11069,night,of,0.07692307692307693
11070,night,welcomed,0.07692307692307693
11071,night,almost,0.07692307692307693
11072,night,palin,0.07692307692307693
11073,night,to,0.07692307692307693
11074,night,on,0.07692307692307693
11075,night,the,0.07692307692307693
11076,noonan,fin,1.0
11077,pact,this,1.0
11078,porch,fin,1.0
11079,pregnant,women,1.0
11080,protesters,from,0.4
11081,protesters,yesterday,0.2
11082,protesters,i,0.2
11083,protesters,thursday,0.2
11084,reconciliation,fin,1.0
11085,removal,is,1.0
11086,sailing,is,1.0
11087,scepticism,fin,1.0
11088,schafer,and,1.0
11089,secured,is,0.5
11090,secured,wireless,0.5
11091,sharp,rise,0.25
11092,sharp,reductions,0.25
11093,sharp,piece,0.25
11094,sharp,corp,0.25
11095,shift,to,0.25
11096,shift,fin,0.5
11097,shift,in,0.25
11098,sketchwriter,ann,1.0
11099,smith,lost,0.2
11100,smith,in,0.2
11101,smith,house,0.2
11102,smith,was,0.2
11103,smith,trial,0.2
11104,spree,on,1.0
11105,stray,from,1.0
11106,superbly,in,1.0
11107,uddin,refused,1.0
11108,victims,were,0.16666666666666666
11109,victims,had,0.16666666666666666
11110,victims,fin,0.3333333333333333
11111,victims,of,0.3333333333333333
11112,when,awarding,0.010638297872340425
11113,when,he,0.1702127659574468
11114,when,low,0.010638297872340425
11115,when,jazzinfluenced,0.010638297872340425
11116,when,green,0.010638297872340425
11117,when,pmqs,0.010638297872340425
11118,when,this,0.02127659574468085
11119,when,john,0.010638297872340425
11120,when,spotted,0.010638297872340425
11121,when,i,0.031914893617021274
11122,when,an,0.02127659574468085
11123,when,americans,0.010638297872340425
11124,when,his,0.010638297872340425
11125,when,thenfirst,0.010638297872340425
11126,when,kris,0.010638297872340425
11127,when,youre,0.010638297872340425
11128,when,robbing,0.010638297872340425
11129,when,we,0.02127659574468085
11130,when,massive,0.010638297872340425
11131,when,long,0.010638297872340425
11132,when,jakartas,0.010638297872340425
11133,when,chinese,0.010638297872340425
11134,when,rookie,0.010638297872340425
11135,when,chainstore,0.010638297872340425
11136,when,looking,0.010638297872340425
11137,when,dickson,0.010638297872340425
11138,when,ms,0.010638297872340425
11139,when,she,0.06382978723404255
11140,when,its,0.010638297872340425
11141,when,embryonic,0.010638297872340425
11142,when,moments,0.010638297872340425
11143,when,initiating,0.010638297872340425
11144,when,the,0.13829787234042554
11145,when,it,0.0425531914893617
11146,when,they,0.05319148936170213
11147,when,a,0.02127659574468085
11148,when,taylor,0.010638297872340425
11149,when,all,0.010638297872340425
11150,when,drivers,0.010638297872340425
11151,when,you,0.031914893617021274
11152,when,our,0.010638297872340425
11153,when,so,0.010638297872340425
11154,when,jerry,0.010638297872340425
11155,when,massow,0.010638297872340425
11156,when,investors,0.010638297872340425
11157,when,curran,0.010638297872340425
11158,when,air,0.010638297872340425
11159,accepting,credit,1.0
11160,accordance,with,1.0
11161,after,his,0.046296296296296294
11162,after,he,0.037037037037037035
11163,after,more,0.018518518518518517
11164,after,simon,0.009259259259259259
11165,after,two,0.009259259259259259
11166,after,news,0.009259259259259259
11167,after,touchdown,0.009259259259259259
11168,after,negotiations,0.009259259259259259
11169,after,signing,0.009259259259259259
11170,after,fin,0.009259259259259259
11171,after,becoming,0.009259259259259259
11172,after,spending,0.009259259259259259
11173,after,an,0.018518518518518517
11174,after,learning,0.009259259259259259
11175,after,months,0.009259259259259259
11176,after,eight,0.009259259259259259
11177,after,only,0.009259259259259259
11178,after,walthamstow,0.009259259259259259
11179,after,barnes,0.009259259259259259
11180,after,decades,0.009259259259259259
11181,after,scoring,0.009259259259259259
11182,after,littlenumber,0.027777777777777776
11183,after,us,0.009259259259259259
11184,after,appearing,0.009259259259259259
11185,after,several,0.009259259259259259
11186,after,yesterdays,0.009259259259259259
11187,after,three,0.009259259259259259
11188,after,interviewing,0.009259259259259259
11189,after,suffering,0.009259259259259259
11190,after,conquering,0.009259259259259259
11191,after,capt,0.009259259259259259
11192,after,a,0.14814814814814814
11193,after,the,0.18518518518518517
11194,after,visiting,0.009259259259259259
11195,after,adjusting,0.009259259259259259
11196,after,all,0.027777777777777776
11197,after,nearly,0.018518518518518517
11198,after,reports,0.018518518518518517
11199,after,you,0.009259259259259259
11200,after,almost,0.009259259259259259
11201,after,being,0.018518518518518517
11202,after,one,0.009259259259259259
11203,after,oklahoma,0.009259259259259259
11204,after,exchanging,0.009259259259259259
11205,after,they,0.009259259259259259
11206,after,uk,0.009259259259259259
11207,after,she,0.009259259259259259
11208,after,struggling,0.009259259259259259
11209,after,maxim,0.009259259259259259
11210,after,their,0.009259259259259259
11211,after,criticising,0.009259259259259259
11212,after,o,0.009259259259259259
11213,after,my,0.009259259259259259
11214,after,examining,0.009259259259259259
11215,after,it,0.009259259259259259
11216,after,moving,0.009259259259259259
11217,after,rival,0.009259259259259259
11218,after,winning,0.009259259259259259
11219,automation,solutions,1.0
11220,ballarin,instead,1.0
11221,basin,and,1.0
11222,bureau,of,0.25
11223,bureau,online,0.25
11224,bureau,fin,0.25
11225,bureau,has,0.25
11226,coat,is,1.0
11227,conjuring,act,1.0
11228,copper,production,0.2
11229,copper,alloy,0.2
11230,copper,concentrate,0.2
11231,copper,climbed,0.2
11232,copper,pennies,0.2
11233,crackdown,on,0.6666666666666666
11234,crackdown,in,0.3333333333333333
11235,creditor,protections,1.0
11236,during,his,0.030303030303030304
11237,during,an,0.030303030303030304
11238,during,daylight,0.030303030303030304
11239,during,world,0.030303030303030304
11240,during,this,0.030303030303030304
11241,during,use,0.030303030303030304
11242,during,watergate,0.030303030303030304
11243,during,oral,0.030303030303030304
11244,during,the,0.45454545454545453
11245,during,differentiation,0.030303030303030304
11246,during,that,0.030303030303030304
11247,during,a,0.09090909090909091
11248,during,those,0.030303030303030304
11249,during,their,0.030303030303030304
11250,during,englands,0.030303030303030304
11251,during,which,0.030303030303030304
11252,during,my,0.030303030303030304
11253,ears,fin,1.0
11254,eastlands,city,0.5
11255,eastlands,fin,0.5
11256,edm,tripping,0.5
11257,edm,highsticking,0.5
11258,flee,america,1.0
11259,gardens,antique,1.0
11260,go,fin,0.05555555555555555
11261,go,down,0.05555555555555555
11262,go,further,0.05555555555555555
11263,go,far,0.05555555555555555
11264,go,into,0.1111111111111111
11265,go,home,0.05555555555555555
11266,go,after,0.05555555555555555
11267,go,back,0.1111111111111111
11268,go,by,0.05555555555555555
11269,go,so,0.05555555555555555
11270,go,shopping,0.05555555555555555
11271,go,to,0.1111111111111111
11272,go,the,0.05555555555555555
11273,go,barked,0.05555555555555555
11274,go,for,0.05555555555555555
11275,gotten,much,0.5
11276,gotten,a,0.5
11277,hardship,was,1.0
11278,hiphop,nostalgists,0.3333333333333333
11279,hiphop,outfits,0.3333333333333333
11280,hiphop,heavyweight,0.3333333333333333
11281,hooligans,or,1.0
11282,inevitably,last,1.0
11283,initiating,diovan,1.0
11284,jets,or,1.0
11285,leaving,cabinet,0.16666666666666666
11286,leaving,the,0.16666666666666666
11287,leaving,little,0.16666666666666666
11288,leaving,half,0.16666666666666666
11289,leaving,anfield,0.16666666666666666
11290,leaving,at,0.16666666666666666
11291,life,dealing,0.043478260869565216
11292,life,to,0.043478260869565216
11293,life,for,0.08695652173913043
11294,life,left,0.043478260869565216
11295,life,and,0.08695652173913043
11296,life,by,0.043478260869565216
11297,life,on,0.043478260869565216
11298,life,so,0.043478260869565216
11299,life,fin,0.08695652173913043
11300,life,is,0.08695652173913043
11301,life,continues,0.043478260869565216
11302,life,are,0.043478260869565216
11303,life,he,0.043478260869565216
11304,life,of,0.043478260869565216
11305,life,in,0.13043478260869565
11306,life,satisfaction,0.043478260869565216
11307,life,said,0.043478260869565216
11308,lions,share,1.0
11309,london,reuters,0.07692307692307693
11310,london,manchester,0.07692307692307693
11311,london,and,0.07692307692307693
11312,london,with,0.07692307692307693
11313,london,on,0.07692307692307693
11314,london,international,0.07692307692307693
11315,london,roads,0.07692307692307693
11316,london,fin,0.15384615384615385
11317,london,said,0.07692307692307693
11318,london,tuesday,0.07692307692307693
11319,london,in,0.07692307692307693
11320,london,littlenumberlittlenumber,0.07692307692307693
11321,loved,the,1.0
11322,military,drills,0.05555555555555555
11323,military,denied,0.05555555555555555
11324,military,top,0.05555555555555555
11325,military,property,0.05555555555555555
11326,military,lawyer,0.05555555555555555
11327,military,base,0.05555555555555555
11328,military,conduct,0.05555555555555555
11329,military,threats,0.05555555555555555
11330,military,contractor,0.05555555555555555
11331,military,operations,0.05555555555555555
11332,military,threatened,0.05555555555555555
11333,military,said,0.05555555555555555
11334,military,annulled,0.05555555555555555
11335,military,are,0.05555555555555555
11336,military,fin,0.05555555555555555
11337,military,units,0.05555555555555555
11338,military,chief,0.05555555555555555
11339,military,detainees,0.05555555555555555
11340,msp,in,1.0
11341,negative,equity,0.25
11342,negative,fourth,0.125
11343,negative,tone,0.125
11344,negative,economic,0.125
11345,negative,press,0.125
11346,negative,impact,0.125
11347,negative,message,0.125
11348,netherlands,began,0.25
11349,netherlands,and,0.25
11350,netherlands,fin,0.25
11351,netherlands,lose,0.25
11352,pan,also,1.0
11353,recess,to,1.0
11354,referring,to,1.0
11355,sales,gained,0.06666666666666667
11356,sales,including,0.06666666666666667
11357,sales,were,0.06666666666666667
11358,sales,to,0.06666666666666667
11359,sales,pale,0.06666666666666667
11360,sales,of,0.2
11361,sales,during,0.06666666666666667
11362,sales,at,0.06666666666666667
11363,sales,commission,0.06666666666666667
11364,sales,increased,0.06666666666666667
11365,sales,are,0.06666666666666667
11366,sales,figures,0.06666666666666667
11367,sales,race,0.06666666666666667
11368,saudi,suspected,0.5
11369,saudi,arabia,0.5
11370,spains,most,0.5
11371,spains,northern,0.5
11372,successful,coach,0.25
11373,successful,independent,0.25
11374,successful,city,0.25
11375,successful,twomonth,0.25
11376,tissue,sample,1.0
11377,trustworthy,competent,1.0
11378,v,aguilar,1.0
11379,wages,up,1.0
11380,wait,for,0.5
11381,wait,given,0.5
11382,white,obama,0.0625
11383,white,flag,0.0625
11384,white,ones,0.0625
11385,white,house,0.5
11386,white,fin,0.1875
11387,white,african,0.0625
11388,white,admitted,0.0625
11389,whose,nappies,0.25
11390,whose,term,0.25
11391,whose,idea,0.25
11392,whose,mother,0.25
11393,william,hague,0.3333333333333333
11394,william,lester,0.3333333333333333
11395,william,kennedy,0.3333333333333333
11396,accenture,dubbed,1.0
11397,admit,that,0.6666666666666666
11398,admit,it,0.3333333333333333
11399,albert,reynolds,1.0
11400,allen,hell,0.5
11401,allen,who,0.5
11402,announcements,boeing,1.0
11403,appointments,appear,1.0
11404,atambayev,has,1.0
11405,atypical,bout,1.0
11406,bailouts,fin,0.5
11407,bailouts,channeled,0.5
11408,befriended,a,1.0
11409,beginning,to,0.25
11410,beginning,at,0.25
11411,beginning,of,0.25
11412,beginning,an,0.25
11413,bloomberg,will,0.25
11414,bloomberg,might,0.25
11415,bloomberg,said,0.5
11416,certainly,dont,1.0
11417,despite,glum,0.14285714285714285
11418,despite,repeated,0.14285714285714285
11419,despite,the,0.42857142857142855
11420,despite,their,0.2857142857142857
11421,dny,the,1.0
11422,dow,jones,1.0
11423,e,coli,0.3333333333333333
11424,e,that,0.3333333333333333
11425,e,ebou,0.3333333333333333
11426,emerged,from,0.3333333333333333
11427,emerged,yesterday,0.3333333333333333
11428,emerged,as,0.3333333333333333
11429,epitome,of,1.0
11430,fabio,capello,1.0
11431,feb,fin,1.0
11432,forever,become,0.5
11433,forever,fin,0.5
11434,fresh,elections,1.0
11435,gawk,is,1.0
11436,glass,,0.25
11437,glass,holding,0.25
11438,glass,and,0.5
11439,governmentfinanced,insurance,1.0
11440,images,and,0.5
11441,images,from,0.5
11442,katrins,father,1.0
11443,labour,i,0.25
11444,labour,mps,0.25
11445,labour,did,0.25
11446,labour,party,0.25
11447,littlenumberbp,to,1.0
11448,littlenumberxlittlenumber,configuration,0.5
11449,littlenumberxlittlenumber,to,0.5
11450,lorraine,and,1.0
11451,makeup,artist,0.5
11452,makeup,of,0.5
11453,midmorning,trading,1.0
11454,mobiclips,vicepresident,1.0
11455,nj,highsticking,0.5
11456,nj,and,0.5
11457,organisers,decided,1.0
11458,original,songwriter,0.25
11459,original,cocacola,0.25
11460,original,names,0.25
11461,original,details,0.25
11462,overcoming,opponent,1.0
11463,pad,for,1.0
11464,paradoxical,and,1.0
11465,pastors,are,1.0
11466,perhaps,littlenumber,0.2
11467,perhaps,one,0.2
11468,perhaps,for,0.2
11469,perhaps,norman,0.2
11470,perhaps,you,0.2
11471,permits,to,1.0
11472,pour,you,1.0
11473,promoting,high,0.5
11474,promoting,tourism,0.5
11475,provinces,fin,1.0
11476,rain,storms,0.3333333333333333
11477,rain,swept,0.3333333333333333
11478,rain,has,0.3333333333333333
11479,reacted,angrily,1.0
11480,reenact,his,1.0
11481,repay,sums,1.0
11482,royal,club,0.1
11483,royal,mail,0.1
11484,royal,birkdale,0.1
11485,royal,air,0.1
11486,royal,army,0.1
11487,royal,bank,0.1
11488,royal,palace,0.1
11489,royal,family,0.1
11490,royal,in,0.1
11491,royal,navy,0.1
11492,sa,after,1.0
11493,samantha,his,1.0
11494,shanghaibased,gold,1.0
11495,shuttled,back,1.0
11496,soliciting,murder,1.0
11497,spears,do,1.0
11498,squarejawed,poses,1.0
11499,statelinked,sites,1.0
11500,subsidiaries,of,1.0
11501,taiwans,president,1.0
11502,tenths,of,1.0
11503,titled,crazy,1.0
11504,wrong,information,0.16666666666666666
11505,wrong,and,0.16666666666666666
11506,wrong,fin,0.16666666666666666
11507,wrong,but,0.16666666666666666
11508,wrong,again,0.16666666666666666
11509,wrong,both,0.16666666666666666
11510,aiport,in,1.0
11511,airways,and,1.0
11512,australias,dignity,1.0
11513,aware,the,0.16666666666666666
11514,aware,and,0.16666666666666666
11515,aware,of,0.6666666666666666
11516,bills,as,1.0
11517,bioidentical,hormone,1.0
11518,blind,and,0.5
11519,blind,rocket,0.5
11520,carnivals,fin,1.0
11521,co,said,0.25
11522,co,ltd,0.25
11523,co,sponsored,0.25
11524,co,and,0.25
11525,dictate,terms,0.5
11526,dictate,and,0.5
11527,diplomatic,and,1.0
11528,dubbed,it,1.0
11529,engage,in,1.0
11530,expand,the,1.0
11531,fisher,with,1.0
11532,frey,said,1.0
11533,inacio,lula,1.0
11534,intolerance,of,1.0
11535,janet,hoffman,0.5
11536,janet,napolitano,0.5
11537,late,january,0.06666666666666667
11538,late,friday,0.06666666666666667
11539,late,additions,0.06666666666666667
11540,late,afternoon,0.06666666666666667
11541,late,withdrawals,0.06666666666666667
11542,late,february,0.06666666666666667
11543,late,easter,0.06666666666666667
11544,late,littlenumbers,0.06666666666666667
11545,late,in,0.06666666666666667
11546,late,numberfours,0.2
11547,late,with,0.06666666666666667
11548,late,restarts,0.06666666666666667
11549,late,on,0.06666666666666667
11550,laws,forcing,0.3333333333333333
11551,laws,goals,0.3333333333333333
11552,laws,fin,0.3333333333333333
11553,londonderry,fin,1.0
11554,maltzahns,approach,1.0
11555,mohamed,said,1.0
11556,nitrogen,and,1.0
11557,prediction,in,0.5
11558,prediction,and,0.5
11559,relentlessly,and,1.0
11560,riskiness,of,1.0
11561,sc,bruce,0.3333333333333333
11562,sc,governor,0.3333333333333333
11563,sc,and,0.3333333333333333
11564,scientific,meeting,0.5
11565,scientific,method,0.5
11566,scottish,football,1.0
11567,scutt,has,1.0
11568,september,hosted,0.14285714285714285
11569,september,and,0.14285714285714285
11570,september,fin,0.14285714285714285
11571,september,littlenumber,0.2857142857142857
11572,september,numberfour,0.2857142857142857
11573,shehzad,tanweer,1.0
11574,shooters,ankles,1.0
11575,trigger,the,1.0
11576,wave,of,1.0
11577,allows,pioneer,0.2
11578,allows,you,0.2
11579,allows,users,0.2
11580,allows,water,0.2
11581,allows,couples,0.2
11582,antagonist,fin,1.0
11583,authentique,than,1.0
11584,bodyguards,due,1.0
11585,boycott,the,0.3333333333333333
11586,boycott,of,0.3333333333333333
11587,boycott,added,0.3333333333333333
11588,breeding,records,1.0
11589,bridge,a,0.5
11590,bridge,the,0.5
11591,charges,in,0.1111111111111111
11592,charges,against,0.4444444444444444
11593,charges,related,0.1111111111111111
11594,charges,adjusted,0.1111111111111111
11595,charges,of,0.1111111111111111
11596,charges,the,0.1111111111111111
11597,clark,badenoch,0.5
11598,clark,is,0.5
11599,clothes,whether,1.0
11600,compress,fin,1.0
11601,conditioner,you,1.0
11602,crowd,had,0.25
11603,crowd,hi,0.25
11604,crowd,both,0.25
11605,crowd,tried,0.25
11606,detailed,review,1.0
11607,diagnosis,was,1.0
11608,diaries,and,1.0
11609,download,for,1.0
11610,employees,and,0.3333333333333333
11611,employees,fin,0.3333333333333333
11612,employees,refused,0.3333333333333333
11613,engulfed,the,1.0
11614,enough,to,0.45454545454545453
11615,enough,for,0.09090909090909091
11616,enough,votes,0.09090909090909091
11617,enough,he,0.09090909090909091
11618,enough,evidence,0.09090909090909091
11619,enough,water,0.09090909090909091
11620,enough,of,0.09090909090909091
11621,excited,because,0.25
11622,excited,when,0.25
11623,excited,fin,0.25
11624,excited,he,0.25
11625,finances,fin,1.0
11626,flooding,fin,1.0
11627,gloomy,prediction,1.0
11628,guillermo,del,1.0
11629,harris,matched,1.0
11630,helvin,took,1.0
11631,increasingly,prominent,0.5
11632,increasingly,wary,0.5
11633,issued,a,0.4
11634,issued,to,0.2
11635,issued,on,0.2
11636,issued,late,0.2
11637,ivan,the,1.0
11638,jeansebastien,giguere,1.0
11639,joan,didion,1.0
11640,lake,placid,0.25
11641,lake,okeechobee,0.25
11642,lake,fin,0.25
11643,lake,arrowhead,0.25
11644,moderate,democrats,0.5
11645,moderate,according,0.5
11646,navigate,the,1.0
11647,numberplate,check,1.0
11648,o,bignumber,0.5
11649,o,j,0.5
11650,perverse,incentive,0.5
11651,perverse,twist,0.5
11652,polo,cup,1.0
11653,practice,how,0.5
11654,practice,of,0.5
11655,produced,touchdowns,0.3333333333333333
11656,produced,by,0.3333333333333333
11657,produced,which,0.3333333333333333
11658,resettlement,of,1.0
11659,resolving,the,1.0
11660,rooftop,killed,1.0
11661,shine,off,1.0
11662,snickering,as,1.0
11663,spray,or,1.0
11664,stable,until,0.3333333333333333
11665,stable,while,0.3333333333333333
11666,stable,jockey,0.3333333333333333
11667,target,date,0.16666666666666666
11668,target,not,0.16666666666666666
11669,target,of,0.3333333333333333
11670,target,in,0.16666666666666666
11671,target,fin,0.16666666666666666
11672,thomson,financial,1.0
11673,triangular,oneday,1.0
11674,upton,park,1.0
11675,watchmen,since,1.0
11676,amman,reuters,0.5
11677,amman,monday,0.5
11678,ankiel,politely,1.0
11679,apes,set,1.0
11680,ballroom,in,1.0
11681,banco,delta,1.0
11682,barca,velha,1.0
11683,between,the,0.2413793103448276
11684,between,those,0.034482758620689655
11685,between,a,0.06896551724137931
11686,between,blind,0.034482758620689655
11687,between,arabs,0.034482758620689655
11688,between,apple,0.034482758620689655
11689,between,romney,0.034482758620689655
11690,between,rival,0.034482758620689655
11691,between,liberal,0.034482758620689655
11692,between,both,0.034482758620689655
11693,between,oxenholme,0.034482758620689655
11694,between,adjusted,0.034482758620689655
11695,between,three,0.034482758620689655
11696,between,muslims,0.034482758620689655
11697,between,britains,0.034482758620689655
11698,between,#,0.034482758620689655
11699,between,family,0.034482758620689655
11700,between,sunni,0.034482758620689655
11701,between,trips,0.034482758620689655
11702,between,metabolic,0.034482758620689655
11703,between,singing,0.034482758620689655
11704,between,littlenumber,0.034482758620689655
11705,breakthrough,after,1.0
11706,broad,spectrum,0.3333333333333333
11707,broad,market,0.3333333333333333
11708,broad,umbrella,0.3333333333333333
11709,capability,to,0.5
11710,capability,who,0.5
11711,clipper,fashioned,1.0
11712,competitor,to,1.0
11713,de,almeida,0.3333333333333333
11714,de,chelly,0.3333333333333333
11715,de,janeiro,0.3333333333333333
11716,dollop,of,1.0
11717,estimates,fin,0.5
11718,estimates,that,0.5
11719,evened,the,1.0
11720,exploration,but,1.0
11721,fabianski,e,1.0
11722,fernando,nicolau,0.5
11723,fernando,alonso,0.5
11724,frightened,me,1.0
11725,gs,is,1.0
11726,hudson,told,1.0
11727,is,now,0.010582010582010581
11728,is,more,0.013227513227513227
11729,is,sortoflittlenumber,0.0026455026455026454
11730,is,only,0.007936507936507936
11731,is,run,0.0026455026455026454
11732,is,due,0.010582010582010581
11733,is,particularly,0.0026455026455026454
11734,is,littlenumber,0.010582010582010581
11735,is,controversial,0.0026455026455026454
11736,is,very,0.0026455026455026454
11737,is,capable,0.0026455026455026454
11738,is,developing,0.005291005291005291
11739,is,littlenumberlittlenumber,0.005291005291005291
11740,is,quitting,0.0026455026455026454
11741,is,intense,0.0026455026455026454
11742,is,believed,0.005291005291005291
11743,is,shaping,0.005291005291005291
11744,is,$,0.005291005291005291
11745,is,summer,0.0026455026455026454
11746,is,obligated,0.0026455026455026454
11747,is,daunting,0.0026455026455026454
11748,is,known,0.005291005291005291
11749,is,selling,0.0026455026455026454
11750,is,repackaged,0.0026455026455026454
11751,is,making,0.0026455026455026454
11752,is,likely,0.010582010582010581
11753,is,lower,0.0026455026455026454
11754,is,handed,0.0026455026455026454
11755,is,no,0.018518518518518517
11756,is,dropping,0.0026455026455026454
11757,is,starting,0.0026455026455026454
11758,is,home,0.0026455026455026454
11759,is,implementing,0.0026455026455026454
11760,is,fipslittlenumberlittlenumber,0.0026455026455026454
11761,is,boosting,0.0026455026455026454
11762,is,designed,0.005291005291005291
11763,is,headed,0.0026455026455026454
11764,is,out,0.0026455026455026454
